H2(X)	H2(Y)	H3(X)	H3(Y)	H4(X)	H4(Y)	J3(X)	J3(Y)
6963.067	-1242.5	6963.067	-842.5	6963.067	-1660	6963.067	-375
6963.068	-1295	6963.068	-900	6963.068	-1637.5	6963.068	-427.5
6963.069	-1372.5	6963.069	-957.5	6963.069	-1650	6963.069	-447.5
6963.07	-1427.5	6963.07	-1007.5	6963.07	-1647.5	6963.07	-427.5
6963.071	-1440	6963.071	-1052.5	6963.071	-1615	6963.071	-427.5
6963.072	-1525	6963.072	-1137.5	6963.072	-1615	6963.072	-440
6963.073	-1565	6963.073	-1090	6963.073	-1575	6963.073	-490
6963.074	-1515	6963.074	-1120	6963.074	-1517.5	6963.074	-492.5
6963.075	-1550	6963.075	-1150	6963.075	-1580	6963.075	-475
6963.076	-1465	6963.076	-1142.5	6963.076	-1487.5	6963.076	-490
6963.077	-1375	6963.077	-980	6963.077	-1462.5	6963.077	-437.5
6963.078	-1285	6963.078	-887.5	6963.078	-1352.5	6963.078	-305
6963.079	-1132.5	6963.079	-792.5	6963.079	-1295	6963.079	-187.5
6963.08	-987.5	6963.08	-680	6963.08	-1267.5	6963.08	-130
6963.081	-880	6963.081	-537.5	6963.081	-1170	6963.081	-47.5
6963.082	-732.5	6963.082	-425	6963.082	-1110	6963.082	42.5
6963.083	-637.5	6963.083	-332.5	6963.083	-1032.5	6963.083	127.5
6963.084	-517.5	6963.084	-290	6963.084	-1000	6963.084	185
6963.085	-482.5	6963.085	-192.5	6963.085	-995	6963.085	227.5
6963.086	-462.5	6963.086	-180	6963.086	-962.5	6963.086	117.5
6963.087	-495	6963.087	-130	6963.087	-925	6963.087	162.5
6963.088	-575	6963.088	-225	6963.088	-935	6963.088	215
6963.089	-537.5	6963.089	-207.5	6963.089	-882.5	6963.089	160
6963.09	-657.5	6963.09	-292.5	6963.09	-942.5	6963.09	95
6963.091	-727.5	6963.091	-300	6963.091	-932.5	6963.091	187.5
6963.092	-747.5	6963.092	-400	6963.092	-875	6963.092	112.5
6963.093	-785	6963.093	-420	6963.093	-787.5	6963.093	130
6963.094	-707.5	6963.094	-332.5	6963.094	-692.5	6963.094	262.5
6963.095	-747.5	6963.095	-352.5	6963.095	-660	6963.095	247.5
6963.096	-685	6963.096	-225	6963.096	-562.5	6963.096	485
6963.097	-202.5	6963.097	195	6963.097	-202.5	6963.097	935
6963.098	1357.5	6963.098	1807.5	6963.098	1067.5	6963.098	2307.5
6963.099	3252.5	6963.099	3297.5	6963.099	2200	6963.099	3575
6963.1	5642.5	6963.1	4767.5	6963.1	3032.5	6963.1	4722.5
6963.101	7700	6963.101	6302.5	6963.101	4190	6963.101	5767.5
6963.102	11817.5	6963.102	10867.5	6963.102	9375	6963.102	9770
6963.103	15390	6963.103	16217.5	6963.103	16880	6963.103	14080
6963.104	19082.5	6963.104	21425	6963.104	25002.5	6963.104	18017.5
6963.105	20872.5	6963.105	24237.5	6963.105	30812.5	6963.105	19560
6963.106	24985	6963.106	30475	6963.106	36722.5	6963.106	22540
6963.107	31885	6963.107	39905	6963.107	43815	6963.107	28400
6963.108	15090	6963.108	29332.5	6963.108	46230	6963.108	25515
6963.109	-6832.5	6963.109	-8627.5	6963.109	-9930	6963.109	-1147.5
6963.11	-3372.5	6963.11	-4970	6963.11	-1090	6963.11	-4187.5
6963.111	-1050	6963.111	-2300	6963.111	467.5	6963.111	-1465
6963.112	370	6963.112	-632.5	6963.112	1002.5	6963.112	885
6963.113	620	6963.113	-15	6963.113	1620	6963.113	1892.5
6963.114	1390	6963.114	782.5	6963.114	2500	6963.114	2792.5
6963.115	2180	6963.115	1592.5	6963.115	3482.5	6963.115	3622.5
6963.116	1915	6963.116	1185	6963.116	3322.5	6963.116	3517.5
6963.117	1042.5	6963.117	342.5	6963.117	2402.5	6963.117	2627.5
6963.118	705	6963.118	45	6963.118	2385	6963.118	2245
6963.119	570	6963.119	-32.5	6963.119	2457.5	6963.119	2137.5
6963.12	295	6963.12	-332.5	6963.12	2337.5	6963.12	1845
6963.121	-190	6963.121	-817.5	6963.121	2030	6963.121	1312.5
6963.122	-207.5	6963.122	-767.5	6963.122	2222.5	6963.122	1275
6963.123	-82.5	6963.123	-617.5	6963.123	2572.5	6963.123	1322.5
6963.124	65	6963.124	-432.5	6963.124	2937.5	6963.124	1405
6963.125	205	6963.125	-90	6963.125	3322.5	6963.125	1550
6963.126	315	6963.126	225	6963.126	3767.5	6963.126	1685
6963.127	547.5	6963.127	572.5	6963.127	4205	6963.127	1855
6963.128	732.5	6963.128	977.5	6963.128	4712.5	6963.128	2147.5
6963.129	1087.5	6963.129	1497.5	6963.129	5215	6963.129	2407.5
6963.13	1357.5	6963.13	1980	6963.13	5682.5	6963.13	2745
6963.131	1737.5	6963.131	2532.5	6963.131	6062.5	6963.131	3147.5
6963.132	2130	6963.132	3117.5	6963.132	6490	6963.132	3430
6963.133	2525	6963.133	3617.5	6963.133	6762.5	6963.133	3872.5
6963.134	2995	6963.134	4190	6963.134	7092.5	6963.134	4305
6963.135	3350	6963.135	4767.5	6963.135	7337.5	6963.135	4727.5
6963.136	3782.5	6963.136	5222.5	6963.136	7492.5	6963.136	5150
6963.137	4245	6963.137	5715	6963.137	7637.5	6963.137	5512.5
6963.138	4572.5	6963.138	6145	6963.138	7717.5	6963.138	5880
6963.139	4900	6963.139	6412.5	6963.139	7707.5	6963.139	6147.5
6963.14	5190	6963.14	6687.5	6963.14	7750	6963.14	6395
6963.141	5315	6963.141	6835	6963.141	7632.5	6963.141	6600
6963.142	5457.5	6963.142	6907.5	6963.142	7530	6963.142	6770
6963.143	5580	6963.143	6917.5	6963.143	7410	6963.143	6937.5
6963.144	5490	6963.144	6860	6963.144	7217.5	6963.144	6870
6963.145	5547.5	6963.145	6792.5	6963.145	7007.5	6963.145	6940
6963.146	5307.5	6963.146	6615	6963.146	6772.5	6963.146	6882.5
6963.147	5032.5	6963.147	6290	6963.147	6532.5	6963.147	6722.5
6963.148	4852.5	6963.148	6087.5	6963.148	6275	6963.148	6692.5
6963.149	4522.5	6963.149	5787.5	6963.149	5985	6963.149	6510
6963.15	4240	6963.15	5472.5	6963.15	5710	6963.15	6285
6963.151	4002.5	6963.151	5205	6963.151	5467.5	6963.151	6137.5
6963.152	3717.5	6963.152	4890	6963.152	5180	6963.152	5845
6963.153	3445	6963.153	4572.5	6963.153	4972.5	6963.153	5632.5
6963.154	3215	6963.154	4355	6963.154	4727.5	6963.154	5430
6963.155	3095	6963.155	4160	6963.155	4480	6963.155	5277.5
6963.156	2935	6963.156	3985	6963.156	4297.5	6963.156	5112.5
6963.157	2890	6963.157	3927.5	6963.157	4090	6963.157	4990
6963.158	2772.5	6963.158	3792.5	6963.158	3920	6963.158	4867.5
6963.159	2775	6963.159	3722.5	6963.159	3812.5	6963.159	4630
6963.16	2790	6963.16	3652.5	6963.16	3657.5	6963.16	4512.5
6963.161	2730	6963.161	3602.5	6963.161	3470	6963.161	4367.5
6963.162	2737.5	6963.162	3547.5	6963.162	3352.5	6963.162	4140
6963.163	2687.5	6963.163	3427.5	6963.163	3260	6963.163	3860
6963.164	2667.5	6963.164	3355	6963.164	3127.5	6963.164	3730
6963.165	2515	6963.165	3250	6963.165	2965	6963.165	3497.5
6963.166	2437.5	6963.166	3125	6963.166	2762.5	6963.166	3257.5
6963.167	2267.5	6963.167	2870	6963.167	2615	6963.167	2937.5
6963.168	2022.5	6963.168	2667.5	6963.168	2467.5	6963.168	2730
6963.169	1907.5	6963.169	2487.5	6963.169	2310	6963.169	2490
6963.17	1642.5	6963.17	2205	6963.17	2197.5	6963.17	2272.5
6963.171	1457.5	6963.171	1962.5	6963.171	1995	6963.171	2060
6963.172	1297.5	6963.172	1682.5	6963.172	1897.5	6963.172	1905
6963.173	1155	6963.173	1462.5	6963.173	1732.5	6963.173	1672.5
6963.174	1167.5	6963.174	1257.5	6963.174	1640	6963.174	1577.5
6963.175	1015	6963.175	1080	6963.175	1472.5	6963.175	1395
6963.176	1015	6963.176	862.5	6963.176	1350	6963.176	1285
6963.177	1075	6963.177	790	6963.177	1337.5	6963.177	1282.5
6963.178	1065	6963.178	655	6963.178	1217.5	6963.178	1110
6963.179	1065	6963.179	470	6963.179	1080	6963.179	1097.5
6963.18	1262.5	6963.18	430	6963.18	1042.5	6963.18	1070
6963.181	1222.5	6963.181	370	6963.181	950	6963.181	1060
6963.182	1175	6963.182	230	6963.182	860	6963.182	1012.5
6963.183	1285	6963.183	175	6963.183	800	6963.183	977.5
6963.184	1155	6963.184	-35	6963.184	620	6963.184	910
6963.185	1155	6963.185	-187.5	6963.185	555	6963.185	860
6963.186	1042.5	6963.186	-362.5	6963.186	382.5	6963.186	757.5
6963.187	962.5	6963.187	-602.5	6963.187	245	6963.187	682.5
6963.188	830	6963.188	-840	6963.188	137.5	6963.188	532.5
6963.189	637.5	6963.189	-1122.5	6963.189	5	6963.189	430
6963.19	512.5	6963.19	-1437.5	6963.19	-140	6963.19	317.5
6963.191	255	6963.191	-1695	6963.191	-360	6963.191	167.5
6963.192	90	6963.192	-1937.5	6963.192	-497.5	6963.192	-35
6963.193	-110	6963.193	-2185	6963.193	-610	6963.193	-192.5
6963.194	-135	6963.194	-2427.5	6963.194	-645	6963.194	-215
6963.195	-340	6963.195	-2570	6963.195	-842.5	6963.195	-242.5
6963.196	-287.5	6963.196	-2690	6963.196	-895	6963.196	-320
6963.197	-272.5	6963.197	-2817.5	6963.197	-1027.5	6963.197	-370
6963.198	-232.5	6963.198	-2865	6963.198	-1117.5	6963.198	-385
6963.199	-245	6963.199	-2957.5	6963.199	-1152.5	6963.199	-422.5
6963.2	-180	6963.2	-2972.5	6963.2	-1232.5	6963.2	-442.5
6963.201	-177.5	6963.201	-3025	6963.201	-1335	6963.201	-430
6963.202	-120	6963.202	-3082.5	6963.202	-1347.5	6963.202	-437.5
6963.203	-135	6963.203	-3175	6963.203	-1480	6963.203	-482.5
6963.204	-330	6963.204	-3232.5	6963.204	-1607.5	6963.204	-527.5
6963.205	-232.5	6963.205	-3307.5	6963.205	-1605	6963.205	-537.5
6963.206	-257.5	6963.206	-3407.5	6963.206	-1725	6963.206	-642.5
6963.207	-527.5	6963.207	-3645	6963.207	-1830	6963.207	-712.5
6963.208	-630	6963.208	-3867.5	6963.208	-1940	6963.208	-817.5
6963.209	-777.5	6963.209	-3977.5	6963.209	-2085	6963.209	-897.5
6963.21	-827.5	6963.21	-4182.5	6963.21	-2175	6963.21	-1075
6963.211	-1010	6963.211	-4405	6963.211	-2205	6963.211	-1150
6963.212	-1137.5	6963.212	-4577.5	6963.212	-2285	6963.212	-1267.5
6963.213	-1307.5	6963.213	-4702.5	6963.213	-2382.5	6963.213	-1340
6963.214	-1332.5	6963.214	-4760	6963.214	-2460	6963.214	-1345
6963.215	-1405	6963.215	-4872.5	6963.215	-2540	6963.215	-1412.5
6963.216	-1487.5	6963.216	-4885	6963.216	-2550	6963.216	-1497.5
6963.217	-1375	6963.217	-4980	6963.217	-2522.5	6963.217	-1432.5
6963.218	-1405	6963.218	-4915	6963.218	-2572.5	6963.218	-1440
6963.219	-1300	6963.219	-4927.5	6963.219	-2547.5	6963.219	-1430
6963.22	-1227.5	6963.22	-4860	6963.22	-2525	6963.22	-1407.5
6963.221	-1165	6963.221	-4805	6963.221	-2555	6963.221	-1357.5
6963.222	-1042.5	6963.222	-4755	6963.222	-2520	6963.222	-1385
6963.223	-1002.5	6963.223	-4635	6963.223	-2525	6963.223	-1347.5
6963.224	-987.5	6963.224	-4677.5	6963.224	-2552.5	6963.224	-1322.5
6963.225	-925	6963.225	-4630	6963.225	-2527.5	6963.225	-1352.5
6963.226	-1040	6963.226	-4702.5	6963.226	-2567.5	6963.226	-1387.5
6963.227	-1132.5	6963.227	-4772.5	6963.227	-2585	6963.227	-1442.5
6963.228	-1160	6963.228	-4870	6963.228	-2597.5	6963.228	-1432.5
6963.229	-1272.5	6963.229	-4877.5	6963.229	-2602.5	6963.229	-1515
6963.23	-1417.5	6963.23	-5017.5	6963.23	-2672.5	6963.23	-1637.5
6963.231	-1530	6963.231	-5125	6963.231	-2700	6963.231	-1697.5
6963.232	-1615	6963.232	-5300	6963.232	-2710	6963.232	-1735
6963.233	-1755	6963.233	-5357.5	6963.233	-2722.5	6963.233	-1835
6963.234	-1730	6963.234	-5397.5	6963.234	-2702.5	6963.234	-1825
6963.235	-1737.5	6963.235	-5452.5	6963.235	-2732.5	6963.235	-1837.5
6963.236	-1687.5	6963.236	-5495	6963.236	-2745	6963.236	-1832.5
6963.237	-1540	6963.237	-5412.5	6963.237	-2662.5	6963.237	-1745
6963.238	-1512.5	6963.238	-5340	6963.238	-2657.5	6963.238	-1742.5
6963.239	-1422.5	6963.239	-5250	6963.239	-2595	6963.239	-1707.5
6963.24	-1255	6963.24	-5137.5	6963.24	-2547.5	6963.24	-1617.5
6963.241	-1165	6963.241	-5000	6963.241	-2525	6963.241	-1575
6963.242	-1040	6963.242	-4947.5	6963.242	-2480	6963.242	-1450
6963.243	-965	6963.243	-4852.5	6963.243	-2412.5	6963.243	-1460
6963.244	-905	6963.244	-4845	6963.244	-2387.5	6963.244	-1447.5
6963.245	-880	6963.245	-4820	6963.245	-2395	6963.245	-1412.5
6963.246	-932.5	6963.246	-4725	6963.246	-2372.5	6963.246	-1462.5
6963.247	-947.5	6963.247	-4820	6963.247	-2372.5	6963.247	-1465
6963.248	-1072.5	6963.248	-4905	6963.248	-2405	6963.248	-1532.5
6963.249	-1187.5	6963.249	-4940	6963.249	-2410	6963.249	-1517.5
6963.25	-1365	6963.25	-5055	6963.25	-2420	6963.25	-1590
6963.251	-1385	6963.251	-5170	6963.251	-2452.5	6963.251	-1612.5
6963.252	-1392.5	6963.252	-5235	6963.252	-2427.5	6963.252	-1677.5
6963.253	-1472.5	6963.253	-5277.5	6963.253	-2417.5	6963.253	-1735
6963.254	-1452.5	6963.254	-5350	6963.254	-2417.5	6963.254	-1740
6963.255	-1472.5	6963.255	-5342.5	6963.255	-2395	6963.255	-1735
6963.256	-1400	6963.256	-5260	6963.256	-2372.5	6963.256	-1770
6963.257	-1277.5	6963.257	-5230	6963.257	-2340	6963.257	-1705
6963.258	-1160	6963.258	-5212.5	6963.258	-2257.5	6963.258	-1555
6963.259	-1130	6963.259	-4977.5	6963.259	-2222.5	6963.259	-1632.5
6963.26	-1007.5	6963.26	-4900	6963.26	-2202.5	6963.26	-1545
6963.261	-887.5	6963.261	-4827.5	6963.261	-2145	6963.261	-1492.5
6963.262	-820	6963.262	-4675	6963.262	-2105	6963.262	-1432.5
6963.263	-707.5	6963.263	-4575	6963.263	-2082.5	6963.263	-1405
6963.264	-612.5	6963.264	-4577.5	6963.264	-2065	6963.264	-1372.5
6963.265	-640	6963.265	-4577.5	6963.265	-2052.5	6963.265	-1315
6963.266	-635	6963.266	-4557.5	6963.266	-2012.5	6963.266	-1297.5
6963.267	-730	6963.267	-4602.5	6963.267	-2027.5	6963.267	-1252.5
6963.268	-802.5	6963.268	-4622.5	6963.268	-1965	6963.268	-1362.5
6963.269	-920	6963.269	-4590	6963.269	-2042.5	6963.269	-1415
6963.27	-1005	6963.27	-4670	6963.27	-2005	6963.27	-1502.5
6963.271	-1110	6963.271	-4730	6963.271	-2010	6963.271	-1472.5
6963.272	-1157.5	6963.272	-4867.5	6963.272	-2075	6963.272	-1575
6963.273	-1300	6963.273	-4892.5	6963.273	-2067.5	6963.273	-1572.5
6963.274	-1227.5	6963.274	-4895	6963.274	-2015	6963.274	-1657.5
6963.275	-1332.5	6963.275	-4910	6963.275	-2020	6963.275	-1667.5
6963.276	-1280	6963.276	-4895	6963.276	-2005	6963.276	-1715
6963.277	-1152.5	6963.277	-4760	6963.277	-1942.5	6963.277	-1617.5
6963.278	-960	6963.278	-4680	6963.278	-1920	6963.278	-1455
6963.279	-965	6963.279	-4612.5	6963.279	-1905	6963.279	-1390
6963.28	-790	6963.28	-4455	6963.28	-1832.5	6963.28	-1372.5
6963.281	-717.5	6963.281	-4337.5	6963.281	-1777.5	6963.281	-1387.5
6963.282	-765	6963.282	-4262.5	6963.282	-1760	6963.282	-1237.5
6963.283	-562.5	6963.283	-4182.5	6963.283	-1740	6963.283	-1242.5
6963.284	-520	6963.284	-4107.5	6963.284	-1725	6963.284	-1240
6963.285	-432.5	6963.285	-4040	6963.285	-1685	6963.285	-1187.5
6963.286	-467.5	6963.286	-3960	6963.286	-1672.5	6963.286	-1180
6963.287	-587.5	6963.287	-3995	6963.287	-1712.5	6963.287	-1165
6963.288	-647.5	6963.288	-4000	6963.288	-1705	6963.288	-1182.5
6963.289	-732.5	6963.289	-4085	6963.289	-1672.5	6963.289	-1252.5
6963.29	-870	6963.29	-4175	6963.29	-1747.5	6963.29	-1342.5
6963.291	-932.5	6963.291	-4277.5	6963.291	-1720	6963.291	-1340
6963.292	-940	6963.292	-4245	6963.292	-1727.5	6963.292	-1405
6963.293	-1077.5	6963.293	-4315	6963.293	-1767.5	6963.293	-1492.5
6963.294	-1135	6963.294	-4312.5	6963.294	-1775	6963.294	-1552.5
6963.295	-1232.5	6963.295	-4287.5	6963.295	-1755	6963.295	-1600
6963.296	-1147.5	6963.296	-4250	6963.296	-1742.5	6963.296	-1577.5
6963.297	-1030	6963.297	-4107.5	6963.297	-1677.5	6963.297	-1515
6963.298	-935	6963.298	-3940	6963.298	-1657.5	6963.298	-1457.5
6963.299	-897.5	6963.299	-3832.5	6963.299	-1620	6963.299	-1382.5
6963.3	-760	6963.3	-3637.5	6963.3	-1542.5	6963.3	-1345
6963.301	-720	6963.301	-3547.5	6963.301	-1567.5	6963.301	-1322.5
6963.302	-587.5	6963.302	-3375	6963.302	-1515	6963.302	-1275
6963.303	-582.5	6963.303	-3235	6963.303	-1472.5	6963.303	-1135
6963.304	-540	6963.304	-3195	6963.304	-1480	6963.304	-1200
6963.305	-447.5	6963.305	-3082.5	6963.305	-1467.5	6963.305	-1097.5
6963.306	-467.5	6963.306	-3017.5	6963.306	-1427.5	6963.306	-1147.5
6963.307	-600	6963.307	-3047.5	6963.307	-1460	6963.307	-1190
6963.308	-640	6963.308	-2980	6963.308	-1407.5	6963.308	-1162.5
6963.309	-622.5	6963.309	-3047.5	6963.309	-1447.5	6963.309	-1185
6963.31	-812.5	6963.31	-3085	6963.31	-1472.5	6963.31	-1190
6963.311	-885	6963.311	-3077.5	6963.311	-1490	6963.311	-1215
6963.312	-1027.5	6963.312	-3160	6963.312	-1502.5	6963.312	-1297.5
6963.313	-1110	6963.313	-3185	6963.313	-1512.5	6963.313	-1280
6963.314	-1155	6963.314	-3117.5	6963.314	-1480	6963.314	-1210
6963.315	-1175	6963.315	-3145	6963.315	-1512.5	6963.315	-1270
6963.316	-1127.5	6963.316	-3132.5	6963.316	-1457.5	6963.316	-1222.5
6963.317	-997.5	6963.317	-2997.5	6963.317	-1462.5	6963.317	-1125
6963.318	-927.5	6963.318	-2887.5	6963.318	-1415	6963.318	-1097.5
6963.319	-825	6963.319	-2702.5	6963.319	-1370	6963.319	-977.5
6963.32	-707.5	6963.32	-2537.5	6963.32	-1302.5	6963.32	-877.5
6963.321	-685	6963.321	-2435	6963.321	-1262.5	6963.321	-722.5
6963.322	-575	6963.322	-2262.5	6963.322	-1257.5	6963.322	-632.5
6963.323	-512.5	6963.323	-2195	6963.323	-1247.5	6963.323	-502.5
6963.324	-547.5	6963.324	-2100	6963.324	-1232.5	6963.324	-380
6963.325	-490	6963.325	-2030	6963.325	-1217.5	6963.325	-365
6963.326	-502.5	6963.326	-1992.5	6963.326	-1210	6963.326	-222.5
6963.327	-545	6963.327	-2000	6963.327	-1250	6963.327	-232.5
6963.328	-710	6963.328	-2022.5	6963.328	-1270	6963.328	-202.5
6963.329	-780	6963.329	-2090	6963.329	-1297.5	6963.329	-135
6963.33	-892.5	6963.33	-2157.5	6963.33	-1362.5	6963.33	-132.5
6963.331	-1020	6963.331	-2225	6963.331	-1287.5	6963.331	-147.5
6963.332	-1135	6963.332	-2275	6963.332	-1340	6963.332	-62.5
6963.333	-1300	6963.333	-2312.5	6963.333	-1390	6963.333	-70
6963.334	-1252.5	6963.334	-2372.5	6963.334	-1362.5	6963.334	80
6963.335	-1260	6963.335	-2355	6963.335	-1400	6963.335	25
6963.336	-1167.5	6963.336	-2355	6963.336	-1380	6963.336	85
6963.337	-1125	6963.337	-2275	6963.337	-1315	6963.337	242.5
6963.338	-1140	6963.338	-2240	6963.338	-1265	6963.338	327.5
6963.339	-1010	6963.339	-2140	6963.339	-1237.5	6963.339	345
6963.34	-965	6963.34	-1925	6963.34	-1162.5	6963.34	500
6963.341	-860	6963.341	-1840	6963.341	-1140	6963.341	562.5
6963.342	-722.5	6963.342	-1775	6963.342	-1140	6963.342	637.5
6963.343	-630	6963.343	-1642.5	6963.343	-1105	6963.343	660
6963.344	-665	6963.344	-1667.5	6963.344	-1130	6963.344	732.5
6963.345	-687.5	6963.345	-1605	6963.345	-1100	6963.345	755
6963.346	-677.5	6963.346	-1602.5	6963.346	-1122.5	6963.346	695
6963.347	-735	6963.347	-1655	6963.347	-1132.5	6963.347	735
6963.348	-845	6963.348	-1670	6963.348	-1145	6963.348	665
6963.349	-975	6963.349	-1705	6963.349	-1125	6963.349	632.5
6963.35	-1067.5	6963.35	-1842.5	6963.35	-1170	6963.35	595
6963.351	-1192.5	6963.351	-1857.5	6963.351	-1180	6963.351	537.5
6963.352	-1215	6963.352	-1935	6963.352	-1180	6963.352	537.5
6963.353	-1360	6963.353	-2010	6963.353	-1195	6963.353	507.5
6963.354	-1395	6963.354	-2002.5	6963.354	-1175	6963.354	382.5
6963.355	-1387.5	6963.355	-2040	6963.355	-1200	6963.355	390
6963.356	-1472.5	6963.356	-2007.5	6963.356	-1152.5	6963.356	432.5
6963.357	-1387.5	6963.357	-1940	6963.357	-1097.5	6963.357	452.5
6963.358	-1215	6963.358	-1855	6963.358	-1057.5	6963.358	497.5
6963.359	-1130	6963.359	-1752.5	6963.359	-1135	6963.359	612.5
6963.36	-920	6963.36	-1580	6963.36	-1050	6963.36	780
6963.361	-935	6963.361	-1510	6963.361	-1015	6963.361	760
6963.362	-890	6963.362	-1412.5	6963.362	-1025	6963.362	822.5
6963.363	-765	6963.363	-1220	6963.363	-950	6963.363	885
6963.364	-765	6963.364	-1225	6963.364	-997.5	6963.364	850
6963.365	-745	6963.365	-1102.5	6963.365	-992.5	6963.365	930
6963.366	-827.5	6963.366	-1152.5	6963.366	-1047.5	6963.366	917.5
6963.367	-880	6963.367	-1167.5	6963.367	-1010	6963.367	890
6963.368	-905	6963.368	-1232.5	6963.368	-1027.5	6963.368	885
6963.369	-1052.5	6963.369	-1222.5	6963.369	-1015	6963.369	817.5
6963.37	-1177.5	6963.37	-1377.5	6963.37	-1102.5	6963.37	807.5
6963.371	-1152.5	6963.371	-1392.5	6963.371	-1067.5	6963.371	745
6963.372	-1375	6963.372	-1490	6963.372	-1155	6963.372	635
6963.373	-1435	6963.373	-1555	6963.373	-1147.5	6963.373	655
6963.374	-1490	6963.374	-1587.5	6963.374	-1197.5	6963.374	637.5
6963.375	-1550	6963.375	-1587.5	6963.375	-1187.5	6963.375	562.5
6963.376	-1455	6963.376	-1567.5	6963.376	-1207.5	6963.376	647.5
6963.377	-1400	6963.377	-1485	6963.377	-1142.5	6963.377	647.5
6963.378	-1272.5	6963.378	-1322.5	6963.378	-1172.5	6963.378	690
6963.379	-1150	6963.379	-1265	6963.379	-1122.5	6963.379	777.5
6963.38	-1027.5	6963.38	-1090	6963.38	-1090	6963.38	922.5
6963.381	-1027.5	6963.381	-1015	6963.381	-1082.5	6963.381	887.5
6963.382	-880	6963.382	-925	6963.382	-1020	6963.382	932.5
6963.383	-810	6963.383	-825	6963.383	-957.5	6963.383	995
6963.384	-825	6963.384	-847.5	6963.384	-1017.5	6963.384	1027.5
6963.385	-730	6963.385	-772.5	6963.385	-985	6963.385	1040
6963.386	-765	6963.386	-795	6963.386	-980	6963.386	1035
6963.387	-825	6963.387	-840	6963.387	-1007.5	6963.387	985
6963.388	-980	6963.388	-852.5	6963.388	-1095	6963.388	930
6963.389	-907.5	6963.389	-877.5	6963.389	-1042.5	6963.389	882.5
6963.39	-1135	6963.39	-977.5	6963.39	-1105	6963.39	795
6963.391	-1292.5	6963.391	-1142.5	6963.391	-1170	6963.391	785
6963.392	-1335	6963.392	-1190	6963.392	-1167.5	6963.392	692.5
6963.393	-1392.5	6963.393	-1302.5	6963.393	-1270	6963.393	632.5
6963.394	-1375	6963.394	-1270	6963.394	-1237.5	6963.394	652.5
6963.395	-1365	6963.395	-1235	6963.395	-1172.5	6963.395	590
6963.396	-1327.5	6963.396	-1260	6963.396	-1202.5	6963.396	655
6963.397	-1262.5	6963.397	-1220	6963.397	-1200	6963.397	580
6963.398	-1182.5	6963.398	-1072.5	6963.398	-1167.5	6963.398	670
6963.399	-1045	6963.399	-952.5	6963.399	-1112.5	6963.399	702.5
6963.4	-857.5	6963.4	-802.5	6963.4	-1050	6963.4	795
6963.401	-865	6963.401	-717.5	6963.401	-992.5	6963.401	832.5
6963.402	-750	6963.402	-685	6963.402	-982.5	6963.402	857.5
6963.403	-655	6963.403	-525	6963.403	-920	6963.403	957.5
6963.404	-725	6963.404	-522.5	6963.404	-970	6963.404	990
6963.405	-610	6963.405	-437.5	6963.405	-932.5	6963.405	982.5
6963.406	-537.5	6963.406	-412.5	6963.406	-920	6963.406	950
6963.407	-782.5	6963.407	-467.5	6963.407	-992.5	6963.407	890
6963.408	-830	6963.408	-537.5	6963.408	-977.5	6963.408	880
6963.409	-882.5	6963.409	-560	6963.409	-1060	6963.409	807.5
6963.41	-1007.5	6963.41	-720	6963.41	-1065	6963.41	750
6963.411	-1077.5	6963.411	-767.5	6963.411	-1070	6963.411	765
6963.412	-1120	6963.412	-840	6963.412	-1102.5	6963.412	637.5
6963.413	-1230	6963.413	-937.5	6963.413	-1067.5	6963.413	597.5
6963.414	-1157.5	6963.414	-927.5	6963.414	-1117.5	6963.414	557.5
6963.415	-1212.5	6963.415	-907.5	6963.415	-1105	6963.415	497.5
6963.416	-1222.5	6963.416	-897.5	6963.416	-1077.5	6963.416	460
6963.417	-1102.5	6963.417	-850	6963.417	-1080	6963.417	557.5
6963.418	-947.5	6963.418	-705	6963.418	-1085	6963.418	620
6963.419	-952.5	6963.419	-672.5	6963.419	-1020	6963.419	562.5
6963.42	-882.5	6963.42	-600	6963.42	-1035	6963.42	607.5
6963.421	-737.5	6963.421	-547.5	6963.421	-1012.5	6963.421	625
6963.422	-645	6963.422	-470	6963.422	-1037.5	6963.422	682.5
6963.423	-570	6963.423	-370	6963.423	-955	6963.423	762.5
6963.424	-502.5	6963.424	-287.5	6963.424	-955	6963.424	710
6963.425	-427.5	6963.425	-242.5	6963.425	-942.5	6963.425	760
6963.426	-537.5	6963.426	-252.5	6963.426	-967.5	6963.426	680
6963.427	-662.5	6963.427	-360	6963.427	-1085	6963.427	682.5
6963.428	-820	6963.428	-517.5	6963.428	-1205	6963.428	472.5
6963.429	-880	6963.429	-540	6963.429	-1222.5	6963.429	417.5
6963.43	-1007.5	6963.43	-575	6963.43	-1112.5	6963.43	390
6963.431	-1145	6963.431	-755	6963.431	-1255	6963.431	275
6963.432	-1335	6963.432	-922.5	6963.432	-1320	6963.432	117.5
6963.433	-1477.5	6963.433	-1092.5	6963.433	-1495	6963.433	97.5
6963.434	-1885	6963.434	-1482.5	6963.434	-1865	6963.434	-420
6963.435	-2055	6963.435	-1717.5	6963.435	-2085	6963.435	-615
6963.436	-2375	6963.436	-2107.5	6963.436	-2457.5	6963.436	-992.5
6963.437	-2895	6963.437	-2657.5	6963.437	-3107.5	6963.437	-1552.5
